id,name,img,grade,section,roll_no,address,avg_grades,behavioral,attendance,extracurricular,parent_name,parent_phone,parent_email,created_at,search_vector
47c05c0a-19af-452a-ac4a-fa617c66ff85,Sneha Lama,,12,O,17,Pokhara,69.53,32.34,89.04,82.48,Aarati Thapa,9864743555,aarati80@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'sneha':1
47df8428-db8a-4957-abf3-5d1f2e3118a4,Sneha Thapa,,10,K,37,Nepalgunj,72.27,80.42,73.43,21.85,Anisha Shah,9847699000,anisha85@gmail.com,2025-01-30 16:18:43.637737,'sneha':1 'thapa':2
47ff238d-982f-49d4-9e85-6e0086a61564,Sunil Gurung,,3,F,49,Lalitpur,70.82,52.24,54.93,63.16,Dipesh Magar,9822740048,dipesh50@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sunil':1
4804e166-e731-436c-a1a3-e08b9306d464,Sandesh Rai,,7,V,48,Pokhara,79.34,53.67,92.48,30.83,Suman Tamang,9850415584,suman11@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sandesh':1
48058688-519c-4db1-bd5e-581e65c9b4b8,Sneha Maharjan,,10,U,12,Dharan,58.97,38.8,93.92,24.28,Bibek Magar,9890925531,bibek56@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'sneha':1
48076629-ffff-47cc-a630-039f0fe4fd1b,Sunil Rai,,1,P,13,Butwal,71.7,64.34,81.21,79.23,Sandesh Lama,9819803218,sandesh97@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sunil':1
4815a75c-94b6-42c9-bb0e-3d65a463a82c,Ramesh Magar,,11,H,12,Hetauda,73.16,46.31,93.1,80.29,Sunil Rai,9822429168,sunil38@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'ramesh':1
4862ba7e-6cfe-4206-9b1b-0a47be22a7b1,Sandesh Rai,,5,D,24,Pokhara,71.5,47.2,61.38,34.89,Pratik Lama,9831098741,pratik89@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sandesh':1
486de4ce-c43a-45ee-85a9-3ebd90fd87f7,Ramesh Tamang,,11,Y,18,Butwal,63.74,98.47,57.02,69.86,Sunil Maharjan,9821176932,sunil74@gmail.com,2025-01-30 16:18:43.637737,'ramesh':1 'tamang':2
488601d0-f8af-4a5e-a62e-eea5fafa47ba,Sneha Bista,,4,D,26,Nepalgunj,69.86,65.27,64.2,69.39,Sneha Gurung,9878762653,sneha47@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'sneha':1
48868342-1c67-4bd9-9e6c-737bb7398dcf,Sneha Magar,,2,K,25,Dharan,76.03,97.6,78.62,88.9,Pratik Tamang,9839916671,pratik28@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sneha':1
489469a3-e862-429c-854c-4fdb1e4b0e7e,Pratik Rai,,3,L,11,Butwal,68.12,63.75,58.87,68.46,Kiran Maharjan,9875958189,kiran53@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'rai':2
48b36e45-a109-4c2b-8368-b88883367f4f,Kiran Shrestha,,6,O,4,Lalitpur,67.18,69.29,56.73,82.05,Ramesh Bista,9896006074,ramesh4@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'shrestha':2
48b50fc5-db3f-43dd-9bf2-ac85f15fc277,Bibek KC,,4,Q,12,Pokhara,65.75,37.46,80.35,52.31,Pooja Dhakal,9837828746,pooja64@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'kc':2
290ce8dd-a5fd-4406-85c2-48eafe28420f,Aarati Lama,,5,N,20,Butwal,73.2,30.8,58.28,66.51,Suman Tamang,9847415443,suman41@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'lama':2
48bfe62b-089c-4f16-a5d6-47d2fd816aa9,Sandesh Dhakal,,9,D,41,Dharan,77.32,51.72,50.06,21.58,Dipesh Shah,9840134419,dipesh44@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'sandesh':1
48fd1edc-8f00-4762-8c3f-098da721a567,Pooja Maharjan,,12,F,44,Lalitpur,71.94,36.19,54.54,65.31,Suman Shrestha,9898864042,suman13@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'pooja':1
49664cd8-9196-4ce4-bc06-45e7528a813a,Sunil Thapa,,7,G,49,Nepalgunj,65.09,73.75,73.9,28.76,Sandesh Dhakal,9822838282,sandesh32@gmail.com,2025-01-30 16:18:43.637737,'sunil':1 'thapa':2
4971bf2a-552d-42ba-a67e-067ba4fc4938,Bibek Rai,,2,H,21,Hetauda,78.5,54.35,74.42,59.78,Pooja Rai,9815458168,pooja87@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'rai':2
49769fae-d864-4077-8f11-87567596553c,Sneha Rai,,10,A,18,Janakpur,73.05,36.88,98.99,82.54,Dipesh Tamang,9830553701,dipesh19@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sneha':1
497d6f31-05f4-4a5c-9b4a-771d2c21b494,Bibek Magar,,3,G,33,Biratnagar,70.08,64.12,87.36,35.93,Anisha Gurung,9814447108,anisha97@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'magar':2
4982ebf1-f1bc-4324-8302-3df1245c62bb,Dipesh KC,,11,Y,14,Pokhara,66.39,91.71,93.38,69.49,Bibek Dhakal,9892375174,bibek13@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'kc':2
49954017-3128-4322-8976-037d282c3508,Kiran Shah,,4,O,29,Janakpur,75.64,98.98,93.81,31.71,Sandesh Shrestha,9842569987,sandesh40@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'shah':2
4996f131-1485-4210-a719-29432a36f381,Ramesh Shah,,8,J,39,Janakpur,68.91,94.13,68.38,50.56,Ramesh Lama,9882779951,ramesh54@gmail.com,2025-01-30 16:18:43.637737,'ramesh':1 'shah':2
49ba8dcc-0fc5-4148-801c-157c20f23e56,Kiran Maharjan,,8,Z,1,Hetauda,69.28,62.83,92.98,57.0,Pratik Rai,9866420466,pratik36@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'maharjan':2
49c21c8a-5119-4a8e-88c0-87503bb8d862,Anisha Bista,,12,D,49,Nepalgunj,72.36,68.1,66.76,20.26,Sneha Maharjan,9811534940,sneha20@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'bista':2
49d80d85-8754-4a71-a27f-66b0caf74c0a,Bibek Gurung,,8,C,23,Biratnagar,65.26,97.18,72.13,47.3,Aarati Thapa,9832181425,aarati87@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'gurung':2
4a0c71af-2044-4d02-b2f8-112347205291,Pooja Shrestha,,1,E,46,Bhaktapur,66.4,87.96,67.65,83.72,Pratik Lama,9837980946,pratik44@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'shrestha':2
4a1ac70a-c47b-4c86-83ed-69cd88b2c3e9,Sandesh Gurung,,2,D,10,Bhaktapur,76.12,55.21,98.92,33.19,Sunil Thapa,9891098631,sunil99@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sandesh':1
4a7e0757-4695-4cca-9916-e09e6cfbf302,Kiran Shrestha,,2,V,25,Lalitpur,63.5,65.4,95.93,55.98,Sunil Lama,9881307395,sunil37@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'shrestha':2
4a8e8fb7-0884-404d-b87d-3c11e7a54571,Dipesh Gurung,,11,N,9,Biratnagar,72.82,92.52,66.7,50.67,Pratik Lama,9877913842,pratik42@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'gurung':2
4a91238f-e8ec-4446-860e-75ca50142605,Anisha Shah,,5,M,38,Bhaktapur,75.31,70.42,81.72,49.74,Sneha Thapa,9835520245,sneha73@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'shah':2
4ad1ab96-3ac4-40bd-af58-8dfda420e23a,Bibek KC,,4,C,17,Janakpur,63.18,46.04,60.72,36.84,Dipesh Maharjan,9865995613,dipesh22@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'kc':2
4b0a37d9-2b52-4f8d-9023-2205bf997125,Sandesh Lama,,10,X,36,Lalitpur,67.37,71.5,93.12,31.94,Anisha Maharjan,9861896053,anisha89@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'sandesh':1
4b1d1d1a-7a4e-4683-90e8-42fe49a94033,Ramesh Bista,,9,S,4,Lalitpur,71.97,89.67,77.69,68.4,Sneha Gurung,9846243941,sneha62@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'ramesh':1
4b2b9ad4-1ece-4957-a4a3-7a3e046572a4,Kiran Shah,,9,L,9,Butwal,68.9,98.49,55.54,73.51,Sunil Gurung,9847120073,sunil65@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'shah':2
4b3ef8a0-bc2b-4b81-97cb-caeca7172464,Sunil Rai,,9,V,29,Bhaktapur,69.71,74.56,74.81,25.13,Sneha Rai,9852270463,sneha36@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sunil':1
4b8b4b9e-e99e-4909-8fb8-0e6558b16a0a,Aarati Shah,,2,G,34,Bhaktapur,75.35,70.87,90.78,76.1,Ramesh Rai,9871161248,ramesh72@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'shah':2
4babd048-65b2-4a82-b4d0-2ed956b2519f,Bibek Thapa,,4,M,17,Kathmandu,65.55,64.81,61.63,52.71,Ramesh Lama,9843313813,ramesh14@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'thapa':2
4bb8100d-53f4-4895-a309-186218d28450,Bibek Shrestha,,7,M,12,Bhaktapur,66.15,39.01,85.64,42.6,Dipesh KC,9833198746,dipesh45@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'shrestha':2
4bf8cca7-eb57-4b1e-b0d1-6ed1daec7411,Sandesh Shrestha,,8,T,41,Janakpur,70.45,79.53,94.27,83.54,Sandesh Gurung,9871042138,sandesh23@gmail.com,2025-01-30 16:18:43.637737,'sandesh':1 'shrestha':2
4c061d66-7d8a-4ec1-8f66-a9606ab58a8b,Sneha Gurung,,12,W,1,Dharan,64.91,82.47,94.62,49.72,Dipesh Magar,9855766370,dipesh31@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sneha':1
4c53578d-00d4-4c33-95aa-93072b75bbe7,Sunil Magar,,12,U,22,Lalitpur,67.16,59.59,54.91,70.44,Bibek Shrestha,9818370729,bibek87@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sunil':1
4c6ecc4d-6c88-4d24-86bc-ada8952de81c,Dipesh Dhakal,,9,T,49,Pokhara,69.05,69.86,89.78,89.27,Dipesh Tamang,9896711292,dipesh46@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'dipesh':1
4c865dfe-d727-40a8-ba0f-e1a5550127c2,Ramesh Dhakal,,1,P,16,Kathmandu,72.69,73.1,59.39,45.21,Pratik Lama,9813594624,pratik15@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'ramesh':1
4c9fc808-3a7e-472e-abbc-c0fe7908e544,Sandesh Gurung,,9,T,43,Nepalgunj,71.15,86.04,75.12,74.45,Pratik Bista,9869314358,pratik53@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sandesh':1
4cac5ab8-eaf6-421f-99cc-d5a422667f27,Aarati Gurung,,3,R,48,Kathmandu,67.63,30.14,55.36,38.86,Sandesh Rai,9865074272,sandesh11@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'gurung':2
4cbfe9f9-e2e7-4a72-9a87-fb72edf47fc5,Suman KC,,7,W,14,Kathmandu,70.53,40.73,94.06,58.98,Sandesh Tamang,9830711394,sandesh3@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'suman':1
4cc383bb-2540-4217-9f52-a6c69f81fe8c,Ramesh Magar,,7,U,25,Dharan,79.96,82.9,90.12,65.28,Suman Maharjan,9867268867,suman56@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'ramesh':1
4cdc4106-7208-4bc4-9aa0-46d347c1baa8,Sneha KC,,8,P,31,Lalitpur,72.12,73.58,80.1,61.78,Kiran Gurung,9831071400,kiran68@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'sneha':1
4ced2a9a-cce1-4159-90f8-42be1f1ab278,Anisha Shah,,11,D,4,Nepalgunj,66.45,37.21,91.23,64.17,Dipesh Bista,9839689396,dipesh36@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'shah':2
4cf6f113-6cd3-4458-b5ef-2914013ae5cc,Sandesh KC,,9,V,37,Nepalgunj,71.32,82.81,80.1,24.79,Pooja Dhakal,9877213031,pooja77@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'sandesh':1
4d08d9ec-6f55-4557-b848-1f13d9ad1b95,Dipesh Rai,,10,X,41,Biratnagar,66.89,41.87,96.26,46.57,Anisha Shah,9839407303,anisha29@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'rai':2
4d15bbf4-40de-4f35-a33e-2a75ef23f1cb,Suman Bista,,4,W,17,Lalitpur,74.49,65.34,70.58,75.89,Pooja Tamang,9868357839,pooja20@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'suman':1
4d198408-6cee-4264-8562-48b3c938388b,Anisha Shrestha,,7,L,6,Biratnagar,69.0,48.16,77.66,21.39,Suman Shrestha,9887424608,suman62@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'shrestha':2
4d5c2ad4-1def-4ffa-96e1-0bfb78f59b54,Sunil Rai,,10,D,10,Lalitpur,65.35,72.24,84.13,36.61,Pooja Maharjan,9827190284,pooja25@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sunil':1
4db0a557-8cf6-4e67-b45d-3e9d921ebf3f,Pratik Dhakal,,8,M,20,Lalitpur,64.97,98.56,68.04,66.98,Suman Bista,9827635777,suman64@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'pratik':1
4e16a5b6-ecb6-4b4b-b525-288e40258693,Dipesh Magar,,9,J,13,Janakpur,66.59,95.6,79.52,72.82,Anisha Lama,9814711878,anisha40@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'magar':2
4e3b01a8-2733-48d6-a48e-8f93f1889a68,Anisha Gurung,,7,T,44,Lalitpur,70.2,81.29,56.81,30.35,Kiran Gurung,9813105251,kiran42@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'gurung':2
4e8945a1-f890-46ee-b34e-72697a2e7135,Aarati Thapa,,5,J,37,Butwal,77.28,36.1,99.91,43.93,Ramesh Tamang,9830693640,ramesh67@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'thapa':2
4ebc8bfd-7ad1-4083-a63f-4001fa86d963,Suman Rai,,5,I,17,Nepalgunj,70.26,99.97,66.76,64.76,Dipesh Tamang,9877356514,dipesh18@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'suman':1
4f6c7800-2d5c-4c14-bc6d-1c4cb6c9ae2d,Aarati Tamang,,10,O,44,Hetauda,67.97,92.14,77.52,75.51,Pooja Maharjan,9819146744,pooja97@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'tamang':2
4fbc02f5-50a9-4f3b-a132-f79a6ffe5508,Bibek Shrestha,,8,C,10,Bhaktapur,63.21,64.92,85.85,82.56,Suman Shrestha,9859742353,suman87@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'shrestha':2
4fc8e133-84b0-4f39-a64b-1cb84718c095,Aarati Shah,,12,K,21,Pokhara,67.24,55.68,57.98,60.8,Pratik Thapa,9866811064,pratik50@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'shah':2
5010d97d-ef8a-42a9-b7b0-fdf6b559a35a,Sunil Gurung,,8,I,49,Pokhara,67.38,98.77,86.98,27.92,Kiran Magar,9859506441,kiran97@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sunil':1
501ff39f-3a47-499b-a037-1eb1b007edeb,Anisha Magar,,11,Z,45,Butwal,75.02,55.03,94.13,63.52,Suman Bista,9860793605,suman22@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'magar':2
5022795b-f256-4bfe-abe8-31f67b1bf920,Ramesh Maharjan,,1,Z,14,Janakpur,66.47,84.1,66.41,50.88,Bibek KC,9855840957,bibek98@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'ramesh':1
502c4cb6-180b-4604-80df-f9fb1ee34d34,Ramesh Tamang,,9,U,14,Pokhara,68.69,61.73,58.25,44.22,Kiran Bista,9840306865,kiran75@gmail.com,2025-01-30 16:18:43.637737,'ramesh':1 'tamang':2
50538b58-fc8d-4c52-9ab2-913bca7558c0,Bibek Magar,,1,M,21,Janakpur,68.13,54.24,94.77,88.26,Sandesh Tamang,9823957055,sandesh89@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'magar':2
5085f598-26a0-4629-8c96-a85976ed12ae,Anisha Dhakal,,7,I,39,Kathmandu,75.57,67.21,73.85,45.73,Dipesh Rai,9843198875,dipesh52@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'dhakal':2
5098d170-22ab-4d56-a55d-6c6cb7465985,Sneha Thapa,,8,K,39,Dharan,71.9,86.38,60.76,28.29,Ramesh Bista,9879899293,ramesh81@gmail.com,2025-01-30 16:18:43.637737,'sneha':1 'thapa':2
50bc31c9-258a-4550-b6f9-46e357473493,Pratik Gurung,,9,H,50,Lalitpur,70.03,47.07,74.93,24.74,Pooja Maharjan,9851039910,pooja23@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'pratik':1
5124c384-bdc2-44e3-b72a-b0dcbac0c8e9,Bibek Gurung,,7,G,49,Bhaktapur,70.65,58.76,97.18,55.05,Pooja KC,9837447694,pooja78@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'gurung':2
513ac566-549e-4a27-bc33-3344e6162592,Anisha Dhakal,,4,O,46,Bhaktapur,78.68,35.22,92.26,62.1,Pooja Shrestha,9848773085,pooja80@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'dhakal':2
51acfba9-cbae-4295-ba80-ebe6a5f66ffd,Anisha Gurung,,11,T,10,Nepalgunj,76.33,73.73,71.65,51.82,Dipesh Shah,9894997753,dipesh19@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'gurung':2
52628248-e03b-4e5a-b42f-71b930745f62,Pratik Shah,,6,A,32,Butwal,69.44,66.41,77.62,86.92,Anisha Lama,9815949577,anisha93@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'shah':2
5284a01f-5ff5-4a67-8428-3012587abe88,Suman Maharjan,,7,J,6,Janakpur,67.8,92.13,59.91,69.35,Dipesh Lama,9863764917,dipesh70@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'suman':1
528504bc-f7ce-49cc-b685-3bd99f9f32fe,Pratik Thapa,,9,S,13,Biratnagar,68.95,74.12,51.97,63.98,Anisha Thapa,9887504087,anisha6@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'thapa':2
52a3f3a9-3b77-47a4-a8c0-e565019e3eb0,Suman Thapa,,3,L,7,Kathmandu,66.22,83.58,97.92,41.79,Ramesh Thapa,9877262295,ramesh78@gmail.com,2025-01-30 16:18:43.637737,'suman':1 'thapa':2
52b325ca-f2fd-4909-b920-62493a23aa74,Ramesh Bista,,6,S,18,Lalitpur,66.98,91.05,91.97,51.89,Anisha Magar,9811094439,anisha44@gmail.com,2025-01-30 16:18:43.637737,'bista':2 'ramesh':1
52c6330a-c4ff-4518-823c-ea9b70875b97,Sunil Shrestha,,2,G,42,Kathmandu,65.6,84.76,58.22,73.68,Sandesh Gurung,9899867962,sandesh28@gmail.com,2025-01-30 16:18:43.637737,'shrestha':2 'sunil':1
52fb843a-e51e-4d2b-be69-ce2e2ea52ed9,Sandesh Gurung,,5,B,43,Kathmandu,71.64,89.43,54.48,82.59,Sandesh Shah,9834570858,sandesh99@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sandesh':1
53008a8e-7c41-4fd1-b7ed-8af1ae70f612,Pratik Rai,,10,Q,27,Janakpur,64.47,79.03,50.31,24.23,Suman Gurung,9817369563,suman85@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'rai':2
53149639-6b28-418e-b1b0-d609c1e931e7,Pooja Rai,,2,T,31,Butwal,68.84,93.69,85.29,45.11,Anisha Tamang,9828889968,anisha27@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'rai':2
531c4701-d183-42b9-929d-4b7e3ea56f5f,Dipesh Rai,,7,N,32,Kathmandu,61.45,88.12,55.0,83.85,Pratik Maharjan,9890743261,pratik51@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'rai':2
53229155-f3b5-4881-b03e-faba343b3706,Sunil Gurung,,3,A,42,Lalitpur,60.6,65.97,72.68,77.27,Ramesh Shrestha,9849925886,ramesh76@gmail.com,2025-01-30 16:18:43.637737,'gurung':2 'sunil':1
53368aa4-0395-408e-bf04-4ddf0ba8a0c2,Suman Shrestha,,9,S,10,Pokhara,67.19,38.22,70.4,74.48,Ramesh Lama,9876923084,ramesh90@gmail.com,2025-01-30 16:18:43.637737,'shrestha':2 'suman':1
5351e362-dd7d-4c1f-8c19-153e99929ced,Sneha Dhakal,,2,Q,31,Janakpur,67.95,85.61,72.94,37.05,Pooja Bista,9824537845,pooja65@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'sneha':1
539fe5a4-d71b-4fd4-9f92-76ab586f2f05,Pratik Rai,,3,O,41,Pokhara,74.34,65.54,70.86,89.01,Suman Shrestha,9847703659,suman71@gmail.com,2025-01-30 16:18:43.637737,'pratik':1 'rai':2
542551de-85d4-4e81-aeee-db263a72f712,Sandesh Maharjan,,9,G,31,Janakpur,74.57,67.55,63.97,28.3,Pooja Dhakal,9849994807,pooja11@gmail.com,2025-01-30 16:18:43.637737,'maharjan':2 'sandesh':1
54367cc4-04ab-4896-8fc3-b9c465687800,Dipesh Gurung,,9,T,22,Butwal,77.49,99.38,82.1,31.98,Pooja Shah,9878915356,pooja28@gmail.com,2025-01-30 16:18:43.637737,'dipesh':1 'gurung':2
543fb769-00e6-4b73-a139-f0be3d79deae,Aarati Lama,,4,N,1,Bhaktapur,69.85,61.38,69.54,49.69,Kiran Lama,9834731417,kiran87@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'lama':2
54a43856-f74b-4344-bcef-2d5e51905e06,Sandesh Shrestha,,8,H,29,Nepalgunj,76.54,42.18,60.29,27.65,Sandesh Bista,9883534566,sandesh76@gmail.com,2025-01-30 16:18:43.637737,'sandesh':1 'shrestha':2
54acd43b-fdf7-4d84-8510-b6c0e3c2cb09,Anisha Magar,,2,I,8,Lalitpur,68.53,59.52,69.63,24.0,Kiran KC,9867275125,kiran25@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'magar':2
54b4b33f-6bdb-4cbd-b87c-8324c05e340d,Sneha Magar,,7,X,30,Pokhara,71.57,45.42,88.18,42.72,Pratik Dhakal,9885436547,pratik36@gmail.com,2025-01-30 16:18:43.637737,'magar':2 'sneha':1
54b4e5f6-9b91-4813-8791-73ce9481ed82,Aarati Gurung,,8,N,45,Hetauda,66.76,80.12,90.46,83.72,Kiran Maharjan,9879594382,kiran14@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'gurung':2
54b55ae2-3ee3-4bd4-9aa8-88ce08f75474,Pooja Dhakal,,5,V,18,Dharan,75.56,50.03,88.08,75.73,Sneha Lama,9839851503,sneha42@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'pooja':1
5520ff65-0da0-42db-aaa1-95c2059b227d,Kiran Rai,,3,P,26,Nepalgunj,74.13,43.43,75.59,82.45,Kiran Thapa,9875875971,kiran88@gmail.com,2025-01-30 16:18:43.637737,'kiran':1 'rai':2
55283382-3dbe-4225-818b-b6187db62138,Anisha Rai,,3,L,5,Kathmandu,73.31,93.34,51.4,63.84,Kiran Tamang,9885617027,kiran38@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'rai':2
55a40dd5-0a2c-4ec5-a6bc-544479a7e79b,Bibek Tamang,,11,C,25,Hetauda,73.55,95.29,68.82,89.66,Aarati Tamang,9829476664,aarati76@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'tamang':2
55b64939-0001-4d04-ac93-0b2b170bfcfd,Anisha Shah,,10,G,25,Pokhara,63.51,34.65,75.79,54.02,Sneha Gurung,9853397968,sneha64@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'shah':2
55d81f23-b74a-4974-a71b-da7cbe9a8a7c,Bibek Magar,,5,J,48,Bhaktapur,65.93,51.35,77.7,26.66,Bibek Maharjan,9881496685,bibek69@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'magar':2
55da1982-d47f-429b-b826-f6657db0b0e9,Sandesh KC,,3,C,49,Bhaktapur,64.49,42.89,61.49,51.18,Anisha Magar,9885319563,anisha54@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'sandesh':1
56042968-8596-48d3-8da8-df58fa4aa5ea,Sneha Shrestha,,9,X,40,Kathmandu,60.74,87.8,75.34,57.86,Bibek Shrestha,9855817178,bibek56@gmail.com,2025-01-30 16:18:43.637737,'shrestha':2 'sneha':1
56115186-e446-4036-871f-e4e38bf4d960,Sunil Lama,,5,L,39,Hetauda,77.45,80.25,77.49,75.43,Sandesh Shrestha,9822816504,sandesh76@gmail.com,2025-01-30 16:18:43.637737,'lama':2 'sunil':1
566075a6-5ada-42b3-9fbb-e66b62857a76,Anisha Gurung,,5,Q,32,Bhaktapur,69.03,84.62,81.7,89.93,Sunil Bista,9852369224,sunil89@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'gurung':2
5693db1b-86f4-470a-b45b-bde68a4ba1af,Sandesh Dhakal,,5,B,22,Janakpur,69.41,86.39,79.91,28.74,Ramesh Shrestha,9871095410,ramesh38@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'sandesh':1
56b9569e-de13-4b2f-bc50-2b9b4d2edd5f,Ramesh Thapa,,2,E,2,Lalitpur,74.08,70.65,92.62,23.48,Anisha Bista,9896175240,anisha7@gmail.com,2025-01-30 16:18:43.637737,'ramesh':1 'thapa':2
56ee855e-4aff-47d5-b86a-22f54780c81f,Suman Dhakal,,12,O,33,Lalitpur,71.28,60.66,90.42,89.45,Bibek Maharjan,9859632278,bibek75@gmail.com,2025-01-30 16:18:43.637737,'dhakal':2 'suman':1
56fae14b-2745-4d44-b877-3610ae8aaa0d,Kiran KC,,5,W,24,Bhaktapur,66.3,65.47,52.15,44.11,Suman Shrestha,9887742480,suman41@gmail.com,2025-01-30 16:18:43.637737,'kc':2 'kiran':1
5704cd54-32ab-49b1-a622-d99f788052a9,Aarati Bista,,5,K,32,Dharan,68.5,57.73,59.67,66.6,Anisha Gurung,9838961049,anisha46@gmail.com,2025-01-30 16:18:43.637737,'aarati':1 'bista':2
572133c0-9888-444b-a407-8b62daa97f02,Pooja Shrestha,,7,O,14,Nepalgunj,69.57,93.77,52.35,22.39,Ramesh Shrestha,9838026719,ramesh32@gmail.com,2025-01-30 16:18:43.637737,'pooja':1 'shrestha':2
572a2795-5c76-4307-9f68-39d5437b39a8,Bibek Dhakal,,3,S,41,Biratnagar,70.57,55.04,98.42,34.26,Suman Dhakal,9879609306,suman58@gmail.com,2025-01-30 16:18:43.637737,'bibek':1 'dhakal':2
575cd09b-25d9-4a42-bbfa-50ef360d30f5,Sandesh Rai,,7,X,45,Kathmandu,68.54,99.95,70.43,38.38,Pratik Shrestha,9823110578,pratik24@gmail.com,2025-01-30 16:18:43.637737,'rai':2 'sandesh':1
5786a215-1089-4ea9-af29-5bc84432312a,Anisha Magar,,10,V,8,Pokhara,68.42,80.46,73.43,68.2,Sandesh Maharjan,9822382915,sandesh20@gmail.com,2025-01-30 16:18:43.637737,'anisha':1 'magar':2
